TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX000702,AC00030,211.1,9/14/2023 16:58,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77
TX000703,AC00111,21.49,5/4/2023 16:51,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24
TX000704,AC00220,63.58,9/11/2023 17:43,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04
TX000705,AC00295,321.86,7/24/2023 16:25,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49
TX000706,AC00137,12.11,12/12/2023 16:17,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28
TX000707,AC00004,642.54,5/10/2023 18:49,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17
TX000708,AC00442,210.45,12/11/2023 16:47,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49
TX000709,AC00201,313.65,1/30/2023 16:08,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36
TX000710,AC00462,99.76,8/7/2023 16:21,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89
TX000711,AC00390,115.32,7/25/2023 17:24,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08
TX000712,AC00297,33.61,8/21/2023 17:25,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08
TX000713,AC00173,498.59,1/30/2023 16:20,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99
TX000714,AC00382,98.81,9/4/2023 16:48,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1
TX000715,AC00175,1.87,10/20/2023 18:34,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94
TX000716,AC00035,78.92,6/15/2023 18:57,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86
TX000717,AC00219,194.29,1/23/2023 16:05,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41
TX000718,AC00416,28.73,10/31/2023 16:11,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96
TX000719,AC00467,105.53,6/16/2023 16:36,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66
TX000720,AC00465,737.34,3/20/2023 17:45,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56
TX000721,AC00102,237.86,2/6/2023 17:48,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63
TX000722,AC00119,409.61,7/26/2023 16:05,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15
TX000723,AC00418,75.53,8/21/2023 17:36,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35
TX000724,AC00237,72.75,5/1/2023 16:30,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79
TX000725,AC00279,39.11,9/1/2023 18:05,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54
TX000726,AC00067,1309.79,3/6/2023 16:33,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93
TX000727,AC00043,729.38,11/14/2023 17:23,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65
TX000728,AC00012,137.49,7/26/2023 16:54,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05
TX000729,AC00244,504.71,4/10/2023 18:27,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54
TX000730,AC00395,371.47,5/30/2023 16:15,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04
TX000731,AC00253,430.35,2/20/2023 17:23,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9
TX000732,AC00394,230.32,5/15/2023 18:15,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46
TX000733,AC00457,121.71,9/5/2023 17:02,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89
TX000734,AC00046,98.87,1/3/2023 17:51,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2
TX000735,AC00011,117.55,5/19/2023 16:35,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94
TX000736,AC00045,244.64,2/21/2023 18:41,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56
TX000737,AC00181,321.93,12/4/2023 18:27,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73
TX000738,AC00149,1092.73,1/23/2023 17:24,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98
TX000739,AC00288,283.23,2/6/2023 16:48,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77
TX000740,AC00014,346.65,1/1/2024 16:17,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96
TX000741,AC00153,381.62,1/27/2023 16:40,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12
TX000742,AC00164,388.65,2/21/2023 16:02,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85
TX000743,AC00159,29.22,7/6/2023 18:16,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43
TX000744,AC00360,46.75,7/31/2023 17:37,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43
TX000745,AC00326,348.64,6/9/2023 17:12,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96
TX000746,AC00110,319.17,1/11/2023 16:58,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56
TX000747,AC00110,73.95,11/3/2023 16:39,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92
TX000748,AC00257,389.63,2/16/2023 16:20,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48
TX000749,AC00145,217.61,3/16/2023 17:36,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53
TX000750,AC00455,199.84,1/16/2023 16:01,Debit,Dallas,D000330,48.19.99.211,M082,ATM,21,Student,150,1,706.44
TX000751,AC00282,56.35,2/9/2023 16:09,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73
TX000752,AC00045,248.95,6/16/2023 16:19,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,65,Retired,29,1,3059.79
TX000753,AC00390,142.58,6/19/2023 16:20,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23
TX000754,AC00032,1020.73,7/24/2023 16:42,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61
TX000755,AC00153,84.34,6/8/2023 16:27,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97
TX000756,AC00460,1607.55,9/7/2023 16:27,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,6227.99
TX000757,AC00154,333.78,11/30/2023 17:53,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94
TX000758,AC00190,332.59,7/13/2023 17:50,Debit,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07
TX000759,AC00156,236.81,10/26/2023 16:59,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68
TX000760,AC00005,417.8,6/26/2023 16:21,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,27,Student,130,1,1518.82
TX000761,AC00126,319.27,8/7/2023 16:54,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78
TX000762,AC00201,384.1,5/24/2023 18:32,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79
TX000763,AC00165,820.62,3/3/2023 17:18,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8
TX000764,AC00420,474.77,12/25/2023 16:28,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59
TX000765,AC00329,542.72,9/4/2023 18:37,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8
TX000766,AC00037,79.8,12/22/2023 17:17,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,73,Retired,76,1,6372.58
TX000767,AC00293,46.24,3/13/2023 16:05,Debit,San Diego,D000590,80.155.14.197,M043,Branch,57,Engineer,52,1,2569.56
TX000768,AC00481,327.8,11/23/2023 17:44,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,61,Doctor,54,1,10585.48
TX000769,AC00233,445.79,7/7/2023 17:19,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99
TX000770,AC00235,55.89,8/17/2023 16:54,Debit,Fresno,D000461,175.230.206.232,M026,Online,72,Retired,150,1,3689.65
TX000771,AC00324,158.41,2/9/2023 16:28,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16
TX000772,AC00029,101.19,11/29/2023 18:38,Credit,Denver,D000524,80.155.14.197,M033,Online,64,Doctor,75,1,14389.45
TX000773,AC00093,827.14,1/17/2023 17:25,Debit,El Paso,D000645,215.97.143.157,M018,Branch,36,Engineer,265,4,9800.21
TX000774,AC00141,61.97,5/22/2023 18:45,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69
TX000775,AC00061,27.21,6/14/2023 16:34,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61
TX000776,AC00092,173.74,9/8/2023 17:48,Debit,Houston,D000127,161.177.41.214,M074,Online,80,Retired,64,1,4913.42
TX000777,AC00354,176.11,8/10/2023 16:48,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35
TX000778,AC00358,88.4,11/10/2023 18:02,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1,2567.53
TX000779,AC00078,567.92,6/20/2023 16:27,Debit,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1,3779.47
TX000780,AC00013,138.11,12/11/2023 17:29,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1,4177.65
TX000781,AC00030,456.93,9/26/2023 16:18,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76
TX000782,AC00074,101.42,4/25/2023 17:00,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1,6530.59
TX000783,AC00399,300.61,5/1/2023 17:21,Debit,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54
TX000784,AC00323,265.94,6/5/2023 16:11,Debit,Boston,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3
TX000785,AC00107,345.54,1/24/2023 16:05,Debit,San Diego,D000054,215.97.143.157,M050,Online,29,Engineer,50,1,2091.78
TX000786,AC00211,411.52,1/10/2023 17:40,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39
TX000787,AC00297,111.21,8/21/2023 18:36,Debit,Portland,D000401,216.151.64.40,M076,Branch,35,Doctor,111,1,9088.36
TX000788,AC00102,316.37,8/28/2023 17:34,Debit,Colorado Springs,D000599,218.83.2.94,M088,ATM,53,Engineer,86,1,4671.69
TX000789,AC00196,260.63,12/20/2023 18:58,Debit,Fort Worth,D000564,36.13.239.172,M005,Branch,37,Engineer,142,1,7534.73
TX000790,AC00342,92.36,3/27/2023 16:48,Debit,Dallas,D000598,3.200.166.167,M092,ATM,29,Engineer,144,1,6353.14
TX000791,AC00027,262.06,9/11/2023 16:09,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,63,Doctor,118,1,13587.52
TX000792,AC00339,64.5,8/17/2023 18:32,Debit,Denver,D000076,18.72.115.111,M062,ATM,74,Retired,230,1,1351.24
TX000793,AC00468,253.55,1/11/2023 16:56,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,28,Engineer,85,5,2797.26
TX000794,AC00262,408.28,3/15/2023 16:33,Credit,Nashville,D000638,142.148.226.178,M028,Branch,21,Student,125,3,1222.77
TX000795,AC00425,175.94,6/5/2023 16:16,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,57,Retired,89,1,3728.04
TX000796,AC00161,199.47,8/14/2023 16:26,Debit,Detroit,D000585,82.88.241.226,M041,Online,57,Doctor,142,1,6067.44
TX000797,AC00417,51.07,1/23/2023 18:06,Debit,Dallas,D000114,162.198.218.92,M017,Branch,63,Retired,133,1,4292.16
TX000798,AC00208,435.86,12/29/2023 17:17,Debit,Jacksonville,D000471,147.125.143.41,M075,ATM,56,Retired,134,1,3801.82
TX000799,AC00304,74.73,1/30/2023 17:17,Credit,Jacksonville,D000566,92.180.81.50,M009,Branch,64,Retired,162,1,6353.22
TX000800,AC00166,182.79,10/25/2023 16:21,Credit,Louisville,D000499,35.73.67.98,M013,Online,23,Student,14,1,1251.85
TX000801,AC00279,628.36,1/20/2023 16:09,Debit,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1,11869.71
TX000802,AC00114,268.39,2/21/2023 18:13,Debit,San Antonio,D000224,81.102.230.41,M021,Online,29,Doctor,177,1,9409.43
TX000803,AC00411,362.27,5/11/2023 16:36,Debit,Jacksonville,D000073,69.160.14.157,M051,ATM,80,Retired,47,1,6003.59
TX000804,AC00380,560.15,8/14/2023 18:01,Credit,Memphis,D000493,93.169.212.219,M059,Online,50,Engineer,92,1,817.83
TX000805,AC00272,351.99,6/12/2023 16:58,Debit,Chicago,D000513,15.176.70.194,M001,ATM,80,Retired,45,2,3663.64
TX000806,AC00202,132.36,3/13/2023 17:01,Debit,Colorado Springs,D000203,41.0.10.107,M094,Branch,28,Student,160,1,319.65
TX000807,AC00053,24.77,11/1/2023 16:55,Credit,Nashville,D000449,223.32.70.156,M002,Online,40,Engineer,17,1,478.23
TX000808,AC00316,668.67,11/7/2023 17:38,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81
TX000809,AC00422,80.24,5/19/2023 17:28,Credit,New York,D000604,190.92.63.219,M016,Branch,53,Doctor,58,1,8012.81
TX000810,AC00083,8.65,11/20/2023 16:28,Debit,Mesa,D000105,217.233.219.196,M060,ATM,68,Retired,198,1,4201.22
TX000811,AC00125,178.91,3/15/2023 16:37,Debit,Omaha,D000041,35.67.21.23,M035,ATM,18,Student,19,1,8870.89
TX000812,AC00227,115.22,12/8/2023 17:05,Debit,San Francisco,D000185,76.0.164.168,M063,Branch,27,Engineer,108,1,906.2
TX000813,AC00292,161.63,12/25/2023 16:32,Debit,San Jose,D000626,34.86.220.205,M077,Online,46,Doctor,276,1,9286.37
TX000814,AC00319,542.75,12/7/2023 18:28,Credit,Nashville,D000641,82.115.199.37,M045,Branch,70,Retired,63,1,2224.08
TX000815,AC00431,317.47,5/1/2023 17:31,Credit,Sacramento,D000060,119.163.214.161,M083,Online,67,Doctor,16,1,14639.28
TX000816,AC00365,280.99,2/20/2023 18:03,Debit,Houston,D000374,11.167.243.171,M096,Branch,45,Engineer,29,1,9733.59
TX000817,AC00050,24.19,2/8/2023 17:33,Debit,San Diego,D000099,186.135.2.148,M061,ATM,29,Engineer,28,1,2756.2
TX000818,AC00129,586.85,8/15/2023 16:57,Debit,Mesa,D000515,187.199.178.27,M014,ATM,36,Doctor,86,1,6655.15
TX000819,AC00366,372.41,6/19/2023 18:12,Debit,San Diego,D000362,214.125.131.88,M088,ATM,55,Retired,143,1,3233.87
TX000820,AC00452,63.17,7/25/2023 18:28,Debit,Fresno,D000647,113.137.153.101,M039,ATM,20,Student,148,1,1676.57
TX000821,AC00339,383.69,10/31/2023 17:06,Debit,Colorado Springs,D000133,107.248.120.12,M064,Online,54,Engineer,285,1,8371.11
TX000822,AC00389,247.17,5/22/2023 17:58,Credit,Chicago,D000081,56.89.80.133,M096,Branch,65,Retired,149,1,2611.64
TX000823,AC00188,48.78,8/11/2023 16:43,Credit,Kansas City,D000071,112.222.0.29,M006,Branch,18,Student,136,1,552.06
TX000824,AC00039,4.15,10/19/2023 16:34,Credit,Omaha,D000214,166.41.54.117,M019,Branch,60,Retired,119,1,6017.36
TX000825,AC00319,60.99,8/1/2023 17:14,Debit,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46
TX000826,AC00077,408.19,12/15/2023 16:48,Debit,Mesa,D000369,19.20.13.234,M038,Branch,26,Engineer,241,1,6847.47
TX000827,AC00131,524.6,4/7/2023 17:37,Debit,El Paso,D000593,44.73.3.217,M002,Branch,58,Doctor,76,1,13017.7
TX000828,AC00180,108.96,10/10/2023 18:12,Debit,Milwaukee,D000240,49.31.186.82,M070,ATM,26,Student,247,1,7597.66
TX000829,AC00249,70.03,12/18/2023 18:34,Debit,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1,7330.31
TX000830,AC00454,124.84,9/22/2023 17:44,Debit,Louisville,D000640,18.72.115.111,M051,Online,52,Retired,79,1,6711.78
TX000831,AC00076,324.04,7/5/2023 16:49,Debit,Virginia Beach,D000642,101.120.142.50,M043,ATM,54,Retired,30,1,2248.06
TX000832,AC00386,39.69,4/24/2023 17:16,Debit,Austin,D000539,219.98.242.240,M089,Online,70,Retired,163,1,3524.68
TX000833,AC00444,157.7,12/1/2023 17:29,Credit,Omaha,D000075,21.190.11.223,M019,Branch,58,Engineer,46,1,8332.58
TX000834,AC00307,81.27,11/7/2023 16:36,Credit,Seattle,D000228,201.95.180.152,M051,Online,22,Student,68,1,1814.48
TX000835,AC00397,193.82,4/20/2023 17:52,Debit,Kansas City,D000531,16.128.130.153,M042,Branch,37,Engineer,176,1,3886.77
TX000836,AC00078,16.73,11/30/2023 17:48,Debit,Omaha,D000660,205.45.234.42,M022,Online,79,Retired,165,1,7591.13
TX000837,AC00348,474.05,8/10/2023 18:30,Debit,San Jose,D000643,24.129.74.189,M031,ATM,57,Retired,214,1,1484.31
TX000838,AC00169,39.21,5/10/2023 16:15,Debit,Miami,D000059,105.87.212.115,M093,ATM,66,Doctor,245,4,9385.57
TX000839,AC00007,637.75,7/24/2023 16:07,Debit,Dallas,D000561,184.57.159.204,M028,Branch,79,Retired,152,1,4202.92
TX000840,AC00009,153.59,5/4/2023 17:43,Credit,Portland,D000270,204.120.80.105,M001,Branch,66,Retired,174,1,4813.12
TX000841,AC00065,186.6,10/25/2023 16:03,Debit,Tucson,D000554,184.185.209.72,M086,Branch,18,Student,139,1,9716.68
TX000842,AC00362,644.08,5/8/2023 17:29,Debit,Atlanta,D000377,57.232.212.116,M018,Online,24,Student,55,1,1980.62
TX000843,AC00444,226.66,12/27/2023 18:55,Debit,Austin,D000644,16.94.155.46,M001,Branch,41,Doctor,168,1,10216.25
TX000844,AC00106,305.0,10/12/2023 17:20,Debit,Phoenix,D000608,199.103.32.145,M003,ATM,22,Student,222,1,944.83
TX000845,AC00241,233.1,1/16/2023 17:28,Credit,Nashville,D000472,38.164.132.63,M011,Branch,42,Doctor,37,1,7469.2
TX000846,AC00092,793.13,5/10/2023 16:38,Debit,Memphis,D000518,173.232.121.213,M035,Online,68,Doctor,76,1,13389.16
TX000847,AC00173,224.19,9/21/2023 16:42,Debit,Houston,D000266,46.150.175.171,M017,ATM,52,Doctor,93,1,8475.47
TX000848,AC00363,214.83,3/20/2023 18:12,Credit,Tucson,D000228,205.45.234.42,M009,ATM,23,Student,63,1,991.69
TX000849,AC00185,163.46,9/8/2023 17:09,Credit,Baltimore,D000150,39.129.125.110,M037,Branch,63,Retired,111,1,6953.8
TX000850,AC00370,194.99,12/1/2023 17:01,Debit,Jacksonville,D000442,173.232.121.213,M097,Branch,34,Engineer,91,1,1370.03
TX000851,AC00124,23.4,2/8/2023 18:27,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28
TX000852,AC00412,227.5,3/13/2023 16:59,Debit,Sacramento,D000227,134.140.85.231,M055,Online,34,Doctor,277,1,11505.35
TX000853,AC00068,259.9,6/22/2023 16:08,Debit,Oklahoma City,D000551,14.200.197.126,M083,Online,26,Student,100,1,914.28
TX000854,AC00321,59.51,4/4/2023 16:12,Credit,Dallas,D000263,86.220.59.252,M086,Online,36,Doctor,55,1,9955.88
TX000855,AC00302,50.63,5/24/2023 16:21,Debit,Columbus,D000314,9.230.41.239,M045,Online,64,Retired,143,1,4732.81
TX000856,AC00217,1074.95,6/2/2023 16:49,Debit,Jacksonville,D000674,167.95.191.52,M089,Branch,20,Student,91,1,530.86
TX000857,AC00298,112.94,11/24/2023 17:35,Credit,San Antonio,D000265,142.160.124.244,M091,Online,73,Retired,31,1,3807.84
TX000858,AC00327,11.81,2/27/2023 16:07,Debit,Phoenix,D000295,96.162.11.85,M072,ATM,21,Student,131,1,320.25
TX000859,AC00054,329.14,11/14/2023 16:37,Debit,Sacramento,D000156,6.204.110.7,M018,Branch,55,Doctor,14,1,12033.92
TX000860,AC00403,154.24,11/6/2023 16:19,Debit,Mesa,D000129,219.98.242.240,M049,ATM,61,Retired,82,1,6109.55
TX000861,AC00397,233.44,1/20/2023 16:23,Debit,Chicago,D000334,37.213.85.222,M037,Online,20,Student,297,1,1691.88
TX000862,AC00383,141.8,11/15/2023 18:56,Debit,Chicago,D000046,184.4.253.143,M088,ATM,18,Student,116,1,1697.67
TX000863,AC00450,209.03,10/9/2023 18:20,Debit,Detroit,D000371,175.210.47.87,M012,Branch,55,Engineer,126,1,8359.5
TX000864,AC00086,1137.63,2/14/2023 16:55,Debit,Baltimore,D000494,213.207.62.176,M074,ATM,26,Student,144,1,1629.12
TX000865,AC00156,261.14,5/15/2023 18:44,Debit,San Antonio,D000218,186.135.2.148,M040,ATM,42,Engineer,162,1,6100.08
TX000866,AC00418,101.81,6/29/2023 17:51,Debit,Fort Worth,D000209,160.212.125.105,M087,ATM,45,Doctor,105,1,13872.03
TX000867,AC00263,98.71,9/18/2023 17:41,Debit,Fort Worth,D000276,79.227.202.117,M070,ATM,32,Doctor,117,1,10095.23
TX000868,AC00009,87.38,3/3/2023 18:23,Debit,Atlanta,D000356,3.200.166.167,M054,Branch,21,Student,252,1,1504.99
TX000869,AC00436,83.39,9/18/2023 16:00,Debit,Omaha,D000069,135.73.131.111,M042,Branch,32,Doctor,158,1,13182.11
TX000870,AC00399,267.55,6/13/2023 16:06,Debit,Charlotte,D000138,170.99.15.217,M084,Online,46,Engineer,40,1,4330.04
TX000871,AC00182,870.05,8/31/2023 16:42,Debit,El Paso,D000098,80.90.35.146,M077,ATM,29,Doctor,39,1,905.25
TX000872,AC00482,154.32,1/1/2024 16:53,Credit,Tucson,D000055,8.244.162.185,M015,ATM,38,Engineer,269,1,6972.5
TX000873,AC00475,164.51,6/5/2023 18:09,Debit,Louisville,D000105,189.248.139.91,M056,Branch,78,Retired,110,1,3553.69
TX000874,AC00253,758.12,7/3/2023 18:46,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65
TX000875,AC00376,103.76,3/29/2023 16:20,Debit,Kansas City,D000667,79.47.176.19,M085,Online,28,Engineer,188,1,9626.14
TX000876,AC00058,583.92,8/1/2023 16:11,Debit,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14
TX000877,AC00304,204.06,1/2/2023 16:07,Debit,Washington,D000685,150.231.20.169,M069,Online,77,Retired,159,1,4351.83
TX000878,AC00035,53.51,10/26/2023 16:54,Debit,New York,D000671,136.172.149.77,M030,Online,56,Retired,165,1,5773.5
TX000879,AC00366,1108.46,8/31/2023 16:16,Debit,Los Angeles,D000353,48.89.167.189,M046,Branch,30,Engineer,262,1,9257.04
TX000880,AC00362,52.95,8/7/2023 18:02,Credit,Charlotte,D000652,148.234.210.167,M061,Online,68,Retired,14,1,6335.58
TX000881,AC00094,120.17,8/8/2023 17:07,Debit,Portland,D000052,47.167.178.158,M023,ATM,49,Doctor,105,1,5403.79
TX000882,AC00225,220.8,9/6/2023 18:43,Debit,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1,8135.31
TX000883,AC00474,119.01,3/13/2023 17:26,Debit,Philadelphia,D000418,14.200.197.126,M069,ATM,45,Doctor,87,1,9798.26
TX000884,AC00448,183.32,5/10/2023 16:27,Debit,Raleigh,D000450,162.207.77.170,M041,ATM,21,Student,74,1,137.42
TX000885,AC00439,858.88,8/22/2023 16:31,Debit,Jacksonville,D000389,146.53.16.47,M085,Online,60,Engineer,227,1,7015.46
TX000886,AC00133,11.46,2/13/2023 16:53,Credit,San Francisco,D000315,13.188.62.74,M092,Online,41,Engineer,128,1,2356.71
TX000887,AC00480,61.37,2/6/2023 16:54,Debit,Columbus,D000074,57.141.198.111,M001,Branch,75,Retired,164,1,4294.44
TX000888,AC00265,103.08,2/27/2023 16:48,Credit,Milwaukee,D000304,66.255.7.16,M096,Branch,49,Engineer,150,1,9251.38
TX000889,AC00176,1.21,8/21/2023 17:19,Debit,Atlanta,D000369,96.115.67.230,M039,Branch,55,Retired,196,1,7542.74
TX000890,AC00278,425.18,10/4/2023 16:00,Credit,Colorado Springs,D000496,77.92.193.22,M051,Online,26,Engineer,172,1,9880.71
TX000891,AC00216,60.96,10/23/2023 16:35,Debit,Colorado Springs,D000090,184.185.209.72,M065,ATM,52,Retired,238,1,6189.24
TX000892,AC00431,64.21,1/9/2023 16:36,Debit,Omaha,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1,12540.18
TX000893,AC00063,523.02,5/19/2023 18:32,Debit,Jacksonville,D000689,124.180.225.109,M010,Online,53,Retired,83,1,4586.11
TX000894,AC00090,50.26,11/9/2023 17:51,Debit,Las Vegas,D000268,52.1.78.30,M055,Branch,65,Retired,164,1,1519.38
TX000895,AC00133,110.08,11/20/2023 17:15,Debit,Detroit,D000560,207.157.126.125,M059,Branch,19,Student,95,1,1447.26
TX000896,AC00357,54.47,11/13/2023 17:47,Credit,Philadelphia,D000434,190.92.63.219,M100,Branch,23,Student,34,1,1131.42
TX000897,AC00404,79.76,4/3/2023 16:25,Debit,Kansas City,D000110,221.169.49.152,M043,Online,68,Doctor,115,1,10278.75
TX000898,AC00390,16.79,11/6/2023 16:42,Credit,Detroit,D000317,204.120.80.105,M023,Online,30,Doctor,146,1,535.15
TX000899,AC00083,1531.31,10/23/2023 18:00,Debit,San Diego,D000319,91.204.200.167,M078,Online,18,Student,62,4,859.86
TX000900,AC00161,68.62,6/29/2023 16:57,Debit,Omaha,D000044,167.67.137.223,M091,Branch,29,Doctor,157,1,13891.47
TX000901,AC00425,157.16,3/13/2023 17:34,Debit,New York,D000682,133.223.159.151,M068,Branch,20,Student,280,1,1545.77
TX000902,AC00363,643.38,11/6/2023 17:19,Credit,Detroit,D000251,107.247.202.71,M044,Online,18,Student,105,1,1046.74
TX000903,AC00385,328.34,10/12/2023 16:17,Credit,San Diego,D000245,106.244.1.47,M014,Online,42,Engineer,31,1,2840.45
